хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2018-08-16,'603713,цэ╤Ш©кню,49.88,52.45,45.71,46.0,47.68,2.2,4.6141,71.4974,27254824,1395519470.0,7605402321.92,1901425600.0
2018-08-15,'603713,цэ╤Ш©кню,47.68,51.69,47.5,47.99,48.43,-0.75,-1.5486,46.8918,17875148,881497648.0,7269959557.12,1817561600.0
2018-08-14,'603713,цэ╤Ш©кню,48.43,51.48,45.03,46.18,46.81,1.62,3.4608,53.1509,20261123,972353355.0,7384315045.12,1846151600.0
2018-08-13,'603713,цэ╤Ш©кню,46.81,47.31,42.62,43.0,44.86,1.95,4.3469,39.1236,14913924,680298310.0,7137307191.04,1784397200.0
2018-08-10,'603713,цэ╤Ш©кню,44.86,46.12,43.8,44.0,44.36,0.5,1.1271,33.3887,12727775,572961673.0,6839982922.24,1710063200.0
2018-08-09,'603713,цэ╤Ш©кню,44.36,45.32,42.58,43.02,47.31,-2.95,-6.2355,46.9772,17907715,785057601.0,6763745930.24,1691003200.0
2018-08-08,'603713,цэ╤Ш©кню,47.31,51.25,47.31,50.82,52.57,-5.26,-10.0057,39.4709,15046304,739888283.0,7213544183.04,1803457200.0
2018-08-07,'603713,цэ╤Ш©кню,52.57,53.66,48.55,50.0,50.02,2.55,5.098,59.185,22561338,1157900861.0,8015557338.88,2003968400.0
2018-08-06,'603713,цэ╤Ш©кню,50.02,54.98,47.51,48.0,49.98,0.04,0.08,56.934,21703252,1098041864.0,7626748679.68,1906762400.0
2018-08-03,'603713,цэ╤Ш©кню,49.98,50.88,46.52,48.8,51.69,-1.71,-3.3082,53.8162,20514738,989468665.0,7620649720.32,1905237600.0
2018-08-02,'603713,цэ╤Ш©кню,51.69,52.55,47.69,49.5,49.89,1.8,3.6079,65.8292,25094081,1274115048.0,7881380232.96,1970422800.0
2018-08-01,'603713,цэ╤Ш©кню,49.89,52.6,48.8,51.0,50.29,-0.4,-0.7954,72.6508,27694481,1410834244.0,7606927061.76,1901806800.0
2018-07-31,'603713,цэ╤Ш©кню,50.29,50.94,48.01,50.94,46.31,3.98,8.5943,80.5528,30706727,1536149250.0,7667916655.36,1917054800.0
2018-07-30,'603713,цэ╤Ш©кню,46.31,46.31,46.31,46.31,42.1,4.21,10.0,2.7472,1047224,48496943.0,7061070199.04,1765337200.0
2018-07-27,'603713,цэ╤Ш©кню,42.1,42.1,42.1,42.1,38.27,3.83,10.0078,2.1296,811806,34177033.0,6419154726.4,1604852000.0
2018-07-26,'603713,цэ╤Ш©кню,38.27,38.27,38.27,38.27,34.79,3.48,10.0029,0.5027,191620,7333297.0,5835179367.68,1458852400.0
2018-07-25,'603713,цэ╤Ш©кню,34.79,34.79,34.79,34.79,31.63,3.16,9.9905,0.3917,149331,5195225.0,5304569903.36,1326194800.0
2018-07-24,'603713,цэ╤Ш©кню,31.63,31.63,31.63,31.63,28.75,2.88,10.0174,0.28,106733,3375965.0,4822752113.92,1205735600.0
2018-07-23,'603713,цэ╤Ш©кню,28.75,28.75,28.75,28.75,26.14,2.61,9.9847,0.2626,100093,2877674.0,4383627040.0,1095950000.0
2018-07-20,'603713,цэ╤Ш©кню,26.14,26.14,26.14,26.14,23.76,2.38,10.0168,0.3191,121648,3179879.0,3985669941.76,996456800.0
2018-07-19,'603713,цэ╤Ш©кню,23.76,23.76,23.76,23.76,21.6,2.16,10.0,0.2512,95755,2275139.0,3622781859.84,905731200.0
2018-07-18,'603713,цэ╤Ш©кню,21.6,21.6,21.6,21.6,19.64,1.96,9.9796,0.0993,37865,817884.0,3293438054.4,823392000.0
2018-07-17,'603713,цэ╤Ш©кню,19.64,19.64,19.64,19.64,17.85,1.79,10.028,0.0447,17046,334783.0,2994589045.76,748676800.0
2018-07-16,'603713,цэ╤Ш©кню,17.85,17.85,17.85,17.85,16.23,1.62,9.9815,0.0252,9600,171360.0,2721660614.4,680442000.0
2018-07-13,'603713,Nцэ╤Ш,16.23,16.23,16.23,16.23,11.27,4.96,44.0106,0.0563,21457,348247.0,2474652760.32,618687600.0
